0,1,2,3
"[('11', '21', {'Sign': 1.0}), ('11', '42', {'Sign': 1.0}), ('42', '21', {'Sign': 1.0})]",X,"('11', '42', '21')",1
"[('11', '42', {'Sign': 1.0}), ('11', '7', {'Sign': -1.0}), ('7', '42', {'Sign': 1.0})]",X,"('11', '42', '7')",0
"[('11', '42', {'Sign': 1.0}), ('11', '79', {'Sign': 1.0}), ('79', '42', {'Sign': 1.0})]",X,"('11', '42', '79')",1
"[('11', '36', {'Sign': 1.0}), ('11', '42', {'Sign': 1.0}), ('36', '42', {'Sign': 1.0})]",X,"('11', '42', '36')",1
"[('11', '42', {'Sign': 1.0}), ('11', '78', {'Sign': 1.0}), ('42', '78', {'Sign': 1.0})]",X,"('11', '42', '78')",1
"[('11', '42', {'Sign': 1.0}), ('11', '85', {'Sign': -1.0}), ('42', '85', {'Sign': 1.0})]",X,"('11', '42', '85')",0
"[('11', '19', {'Sign': -1.0}), ('11', '42', {'Sign': 1.0}), ('42', '19', {'Sign': 1.0})]",X,"('11', '42', '19')",0
"[('11', '173', {'Sign': 1.0}), ('11', '42', {'Sign': 1.0}), ('173', '42', {'Sign': 1.0})]",X,"('11', '42', '173')",1
"[('11', '31', {'Sign': 1.0}), ('11', '42', {'Sign': 1.0}), ('42', '31', {'Sign': 1.0})]",X,"('11', '42', '31')",1
"[('11', '42', {'Sign': 1.0}), ('11', '83', {'Sign': 1.0}), ('42', '83', {'Sign': 1.0})]",X,"('11', '42', '83')",1
"[('11', '42', {'Sign': 1.0}), ('11', '63', {'Sign': -1.0}), ('42', '63', {'Sign': 1.0})]",X,"('11', '42', '63')",0
"[('11', '42', {'Sign': 1.0}), ('11', '43', {'Sign': 1.0}), ('42', '43', {'Sign': 1.0})]",X,"('11', '42', '43')",1
"[('11', '42', {'Sign': 1.0}), ('11', '45', {'Sign': 1.0}), ('42', '45', {'Sign': 1.0})]",X,"('11', '42', '45')",1
"[('11', '153', {'Sign': 1.0}), ('11', '42', {'Sign': 1.0}), ('153', '42', {'Sign': 1.0})]",X,"('11', '42', '153')",1
"[('11', '203', {'Sign': 1.0}), ('11', '42', {'Sign': 1.0}), ('42', '203', {'Sign': 1.0})]",X,"('11', '42', '203')",1
"[('11', '412', {'Sign': 1.0}), ('11', '42', {'Sign': 1.0}), ('42', '412', {'Sign': 1.0})]",X,"('11', '42', '412')",1
"[('11', '491', {'Sign': 1.0}), ('11', '7603', {'Sign': 1.0}), ('7603', '491', {'Sign': -1.0})]",X,"('11', '491', '7603')",0
"[('11', '491', {'Sign': 1.0}), ('11', '87', {'Sign': 1.0}), ('87', '491', {'Sign': -1.0})]",X,"('11', '491', '87')",0
"[('11', '491', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '491', {'Sign': 1.0})]",X,"('11', '491', '9')",1
"[('11', '166', {'Sign': 1.0}), ('11', '491', {'Sign': 1.0}), ('166', '491', {'Sign': 1.0})]",X,"('11', '491', '166')",1
"[('11', '177', {'Sign': -1.0}), ('11', '491', {'Sign': 1.0}), ('177', '491', {'Sign': -1.0})]",X,"('11', '491', '177')",1
"[('11', '41', {'Sign': 1.0}), ('11', '491', {'Sign': 1.0}), ('41', '491', {'Sign': 1.0})]",X,"('11', '491', '41')",1
"[('11', '491', {'Sign': 1.0}), ('11', '85', {'Sign': -1.0}), ('85', '491', {'Sign': 1.0})]",X,"('11', '491', '85')",0
"[('11', '171', {'Sign': 1.0}), ('11', '491', {'Sign': 1.0}), ('171', '491', {'Sign': 1.0})]",X,"('11', '491', '171')",1
"[('11', '360', {'Sign': 1.0}), ('11', '491', {'Sign': 1.0}), ('360', '491', {'Sign': 1.0})]",X,"('11', '491', '360')",1
"[('11', '491', {'Sign': 1.0}), ('11', '801', {'Sign': 1.0}), ('801', '491', {'Sign': 1.0})]",X,"('11', '491', '801')",1
"[('11', '43', {'Sign': 1.0}), ('11', '491', {'Sign': 1.0}), ('43', '491', {'Sign': 1.0})]",X,"('11', '491', '43')",1
"[('11', '491', {'Sign': 1.0}), ('11', '70', {'Sign': -1.0}), ('70', '491', {'Sign': -1.0})]",X,"('11', '491', '70')",1
"[('11', '203', {'Sign': 1.0}), ('11', '491', {'Sign': 1.0}), ('203', '491', {'Sign': 1.0})]",X,"('11', '491', '203')",1
"[('11', '488', {'Sign': 1.0}), ('11', '491', {'Sign': 1.0}), ('488', '491', {'Sign': 1.0})]",X,"('11', '491', '488')",1
"[('11', '58', {'Sign': -1.0}), ('11', '87', {'Sign': 1.0}), ('58', '87', {'Sign': 1.0})]",X,"('11', '58', '87')",0
"[('11', '58', {'Sign': -1.0}), ('11', '95', {'Sign': 1.0}), ('58', '95', {'Sign': 1.0})]",X,"('11', '58', '95')",0
"[('11', '103', {'Sign': 1.0}), ('11', '58', {'Sign': -1.0}), ('58', '103', {'Sign': 1.0})]",X,"('11', '58', '103')",0
"[('11', '145', {'Sign': 1.0}), ('11', '58', {'Sign': -1.0}), ('58', '145', {'Sign': 1.0})]",X,"('11', '58', '145')",0
"[('11', '185', {'Sign': 1.0}), ('11', '58', {'Sign': -1.0}), ('185', '58', {'Sign': -1.0})]",X,"('11', '58', '185')",1
"[('11', '242', {'Sign': 1.0}), ('11', '58', {'Sign': -1.0}), ('242', '58', {'Sign': 1.0})]",X,"('11', '58', '242')",0
"[('11', '26', {'Sign': -1.0}), ('11', '58', {'Sign': -1.0}), ('26', '58', {'Sign': 1.0})]",X,"('11', '58', '26')",1
"[('11', '3', {'Sign': 1.0}), ('11', '58', {'Sign': -1.0}), ('58', '3', {'Sign': 1.0})]",X,"('11', '58', '3')",0
"[('11', '320', {'Sign': 1.0}), ('11', '58', {'Sign': -1.0}), ('58', '320', {'Sign': 1.0})]",X,"('11', '58', '320')",0
"[('11', '58', {'Sign': -1.0}), ('11', '88', {'Sign': 1.0}), ('88', '58', {'Sign': 1.0})]",X,"('11', '58', '88')",0
"[('11', '58', {'Sign': -1.0}), ('11', '93', {'Sign': 1.0}), ('58', '93', {'Sign': 1.0})]",X,"('11', '58', '93')",0
"[('11', '58', {'Sign': -1.0}), ('11', '7', {'Sign': -1.0}), ('7', '58', {'Sign': 1.0})]",X,"('11', '58', '7')",1
"[('11', '125', {'Sign': -1.0}), ('11', '58', {'Sign': -1.0}), ('58', '125', {'Sign': 1.0})]",X,"('11', '58', '125')",1
"[('11', '32', {'Sign': 1.0}), ('11', '58', {'Sign': -1.0}), ('32', '58', {'Sign': 1.0})]",X,"('11', '58', '32')",0
"[('11', '36', {'Sign': 1.0}), ('11', '58', {'Sign': -1.0}), ('36', '58', {'Sign': 1.0})]",X,"('11', '58', '36')",0
"[('11', '58', {'Sign': -1.0}), ('11', '762', {'Sign': 1.0}), ('762', '58', {'Sign': 1.0})]",X,"('11', '58', '762')",0
"[('11', '58', {'Sign': -1.0}), ('11', '85', {'Sign': -1.0}), ('58', '85', {'Sign': 1.0})]",X,"('11', '58', '85')",1
"[('11', '19', {'Sign': -1.0}), ('11', '58', {'Sign': -1.0}), ('58', '19', {'Sign': 1.0})]",X,"('11', '58', '19')",1
"[('11', '173', {'Sign': 1.0}), ('11', '58', {'Sign': -1.0}), ('173', '58', {'Sign': 1.0})]",X,"('11', '58', '173')",0
"[('11', '280', {'Sign': 1.0}), ('11', '58', {'Sign': -1.0}), ('280', '58', {'Sign': 1.0})]",X,"('11', '58', '280')",0
"[('11', '47', {'Sign': 1.0}), ('11', '58', {'Sign': -1.0}), ('47', '58', {'Sign': 1.0})]",X,"('11', '58', '47')",0
"[('11', '171', {'Sign': 1.0}), ('11', '58', {'Sign': -1.0}), ('171', '58', {'Sign': 1.0})]",X,"('11', '58', '171')",0
"[('11', '31', {'Sign': 1.0}), ('11', '58', {'Sign': -1.0}), ('58', '31', {'Sign': 1.0})]",X,"('11', '58', '31')",0
"[('11', '205', {'Sign': 1.0}), ('11', '58', {'Sign': -1.0}), ('205', '58', {'Sign': 1.0})]",X,"('11', '58', '205')",0
"[('11', '58', {'Sign': -1.0}), ('11', '83', {'Sign': 1.0}), ('58', '83', {'Sign': 1.0})]",X,"('11', '58', '83')",0
"[('11', '13', {'Sign': 1.0}), ('11', '58', {'Sign': -1.0}), ('13', '58', {'Sign': 1.0})]",X,"('11', '58', '13')",0
"[('11', '164', {'Sign': -1.0}), ('11', '58', {'Sign': -1.0}), ('58', '164', {'Sign': 1.0})]",X,"('11', '58', '164')",1
"[('11', '43', {'Sign': 1.0}), ('11', '58', {'Sign': -1.0}), ('58', '43', {'Sign': 1.0})]",X,"('11', '58', '43')",0
"[('11', '58', {'Sign': -1.0}), ('11', '7514', {'Sign': 1.0}), ('7514', '58', {'Sign': -1.0})]",X,"('11', '58', '7514')",1
"[('11', '197', {'Sign': 1.0}), ('11', '58', {'Sign': -1.0}), ('58', '197', {'Sign': 1.0})]",X,"('11', '58', '197')",0
"[('11', '1190', {'Sign': 1.0}), ('11', '58', {'Sign': -1.0}), ('1190', '58', {'Sign': 1.0})]",X,"('11', '58', '1190')",0
"[('11', '191', {'Sign': -1.0}), ('11', '58', {'Sign': -1.0}), ('191', '58', {'Sign': 1.0})]",X,"('11', '58', '191')",1
"[('11', '245', {'Sign': 1.0}), ('11', '58', {'Sign': -1.0}), ('245', '58', {'Sign': 1.0})]",X,"('11', '58', '245')",0
"[('11', '310', {'Sign': 1.0}), ('11', '58', {'Sign': -1.0}), ('310', '58', {'Sign': 1.0})]",X,"('11', '58', '310')",0
"[('11', '34', {'Sign': 1.0}), ('11', '58', {'Sign': -1.0}), ('58', '34', {'Sign': 1.0})]",X,"('11', '58', '34')",0
"[('11', '412', {'Sign': 1.0}), ('11', '58', {'Sign': -1.0}), ('58', '412', {'Sign': 1.0})]",X,"('11', '58', '412')",0
"[('11', '58', {'Sign': -1.0}), ('11', '634', {'Sign': 1.0}), ('58', '634', {'Sign': 1.0})]",X,"('11', '58', '634')",0
"[('11', '58', {'Sign': -1.0}), ('11', '647', {'Sign': -1.0}), ('58', '647', {'Sign': 1.0})]",X,"('11', '58', '647')",1
"[('11', '58', {'Sign': -1.0}), ('11', '7434', {'Sign': 1.0}), ('58', '7434', {'Sign': -1.0})]",X,"('11', '58', '7434')",1
"[('11', '58', {'Sign': -1.0}), ('11', '82', {'Sign': 1.0}), ('82', '58', {'Sign': 1.0})]",X,"('11', '58', '82')",0
"[('11', '177', {'Sign': -1.0}), ('11', '623', {'Sign': 1.0}), ('623', '177', {'Sign': 1.0})]",X,"('11', '623', '177')",0
"[('11', '623', {'Sign': 1.0}), ('11', '69', {'Sign': 1.0}), ('623', '69', {'Sign': 1.0})]",X,"('11', '623', '69')",1
"[('11', '623', {'Sign': 1.0}), ('11', '7564', {'Sign': -1.0}), ('623', '7564', {'Sign': 1.0})]",X,"('11', '623', '7564')",0
"[('11', '623', {'Sign': 1.0}), ('11', '78', {'Sign': 1.0}), ('623', '78', {'Sign': 1.0})]",X,"('11', '623', '78')",1
"[('11', '623', {'Sign': 1.0}), ('11', '798', {'Sign': -1.0}), ('623', '798', {'Sign': 1.0})]",X,"('11', '623', '798')",0
"[('11', '43', {'Sign': 1.0}), ('11', '623', {'Sign': 1.0}), ('623', '43', {'Sign': 1.0})]",X,"('11', '623', '43')",1
"[('11', '24', {'Sign': 1.0}), ('11', '72', {'Sign': 1.0}), ('72', '24', {'Sign': 1.0})]",X,"('11', '72', '24')",1
"[('11', '3', {'Sign': 1.0}), ('11', '72', {'Sign': 1.0}), ('72', '3', {'Sign': 1.0})]",X,"('11', '72', '3')",1
"[('11', '72', {'Sign': 1.0}), ('11', '77', {'Sign': 1.0}), ('72', '77', {'Sign': 1.0})]",X,"('11', '72', '77')",1
"[('11', '19', {'Sign': -1.0}), ('11', '72', {'Sign': 1.0}), ('72', '19', {'Sign': 1.0})]",X,"('11', '72', '19')",0
"[('11', '280', {'Sign': 1.0}), ('11', '72', {'Sign': 1.0}), ('72', '280', {'Sign': 1.0})]",X,"('11', '72', '280')",1
"[('11', '262', {'Sign': 1.0}), ('11', '72', {'Sign': 1.0}), ('72', '262', {'Sign': 1.0})]",X,"('11', '72', '262')",1
"[('11', '6', {'Sign': 1.0}), ('11', '734', {'Sign': 1.0}), ('734', '6', {'Sign': 1.0})]",X,"('11', '734', '6')",1
"[('11', '49', {'Sign': 1.0}), ('11', '7597', {'Sign': -1.0}), ('7597', '49', {'Sign': -1.0})]",X,"('11', '7597', '49')",1
"[('11', '7597', {'Sign': -1.0}), ('11', '8', {'Sign': 1.0}), ('7597', '8', {'Sign': -1.0})]",X,"('11', '7597', '8')",1
"[('11', '36', {'Sign': 1.0}), ('11', '7597', {'Sign': -1.0}), ('7597', '36', {'Sign': -1.0})]",X,"('11', '7597', '36')",1
"[('11', '128', {'Sign': 1.0}), ('11', '7597', {'Sign': -1.0}), ('7597', '128', {'Sign': -1.0})]",X,"('11', '7597', '128')",1
"[('11', '759', {'Sign': 1.0}), ('11', '7597', {'Sign': -1.0}), ('7597', '759', {'Sign': -1.0})]",X,"('11', '7597', '759')",1
"[('11', '34', {'Sign': 1.0}), ('11', '7597', {'Sign': -1.0}), ('7597', '34', {'Sign': -1.0})]",X,"('11', '7597', '34')",1
"[('11', '7603', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '7603', {'Sign': 1.0})]",X,"('11', '7603', '9')",1
"[('11', '166', {'Sign': 1.0}), ('11', '7603', {'Sign': 1.0}), ('166', '7603', {'Sign': -1.0})]",X,"('11', '7603', '166')",0
"[('11', '24', {'Sign': 1.0}), ('11', '7603', {'Sign': 1.0}), ('24', '7603', {'Sign': 1.0})]",X,"('11', '7603', '24')",1
"[('11', '26', {'Sign': -1.0}), ('11', '7603', {'Sign': 1.0}), ('26', '7603', {'Sign': -1.0})]",X,"('11', '7603', '26')",1
"[('11', '39', {'Sign': 1.0}), ('11', '7603', {'Sign': 1.0}), ('39', '7603', {'Sign': 1.0})]",X,"('11', '7603', '39')",1
"[('11', '482', {'Sign': 1.0}), ('11', '7603', {'Sign': 1.0}), ('482', '7603', {'Sign': 1.0})]",X,"('11', '7603', '482')",1
"[('11', '51', {'Sign': 1.0}), ('11', '7603', {'Sign': 1.0}), ('51', '7603', {'Sign': 1.0})]",X,"('11', '7603', '51')",1
"[('11', '66', {'Sign': 1.0}), ('11', '7603', {'Sign': 1.0}), ('66', '7603', {'Sign': -1.0})]",X,"('11', '7603', '66')",0
"[('11', '7603', {'Sign': 1.0}), ('11', '8', {'Sign': 1.0}), ('8', '7603', {'Sign': -1.0})]",X,"('11', '7603', '8')",0
"[('11', '100', {'Sign': 1.0}), ('11', '7603', {'Sign': 1.0}), ('100', '7603', {'Sign': -1.0})]",X,"('11', '7603', '100')",0
"[('11', '14', {'Sign': 1.0}), ('11', '7603', {'Sign': 1.0}), ('7603', '14', {'Sign': 1.0})]",X,"('11', '7603', '14')",1
"[('11', '21', {'Sign': 1.0}), ('11', '7603', {'Sign': 1.0}), ('21', '7603', {'Sign': 1.0})]",X,"('11', '7603', '21')",1
"[('11', '272', {'Sign': 1.0}), ('11', '7603', {'Sign': 1.0}), ('272', '7603', {'Sign': 1.0})]",X,"('11', '7603', '272')",1
"[('11', '47', {'Sign': 1.0}), ('11', '7603', {'Sign': 1.0}), ('47', '7603', {'Sign': 1.0})]",X,"('11', '7603', '47')",1
"[('11', '360', {'Sign': 1.0}), ('11', '7603', {'Sign': 1.0}), ('360', '7603', {'Sign': -1.0})]",X,"('11', '7603', '360')",0
"[('11', '7603', {'Sign': 1.0}), ('11', '83', {'Sign': 1.0}), ('7603', '83', {'Sign': -1.0})]",X,"('11', '7603', '83')",0
"[('11', '13', {'Sign': 1.0}), ('11', '7603', {'Sign': 1.0}), ('13', '7603', {'Sign': -1.0})]",X,"('11', '7603', '13')",0
"[('11', '63', {'Sign': -1.0}), ('11', '7603', {'Sign': 1.0}), ('7603', '63', {'Sign': -1.0})]",X,"('11', '7603', '63')",1
"[('11', '70', {'Sign': -1.0}), ('11', '7603', {'Sign': 1.0}), ('7603', '70', {'Sign': -1.0})]",X,"('11', '7603', '70')",1
"[('11', '197', {'Sign': 1.0}), ('11', '7603', {'Sign': 1.0}), ('197', '7603', {'Sign': 1.0})]",X,"('11', '7603', '197')",1
"[('11', '211', {'Sign': 1.0}), ('11', '7603', {'Sign': 1.0}), ('211', '7603', {'Sign': 1.0})]",X,"('11', '7603', '211')",1
"[('11', '274', {'Sign': 1.0}), ('11', '7603', {'Sign': 1.0}), ('274', '7603', {'Sign': 1.0})]",X,"('11', '7603', '274')",1
"[('11', '316', {'Sign': 1.0}), ('11', '7603', {'Sign': 1.0}), ('316', '7603', {'Sign': 1.0})]",X,"('11', '7603', '316')",1
"[('11', '409', {'Sign': 1.0}), ('11', '7603', {'Sign': 1.0}), ('7603', '409', {'Sign': 1.0})]",X,"('11', '7603', '409')",1
"[('11', '681', {'Sign': 1.0}), ('11', '7603', {'Sign': 1.0}), ('681', '7603', {'Sign': 1.0})]",X,"('11', '7603', '681')",1
"[('11', '7603', {'Sign': 1.0}), ('11', '871', {'Sign': 1.0}), ('871', '7603', {'Sign': 1.0})]",X,"('11', '7603', '871')",1
"[('11', '3', {'Sign': 1.0}), ('11', '87', {'Sign': 1.0}), ('3', '87', {'Sign': 1.0})]",X,"('11', '87', '3')",1
"[('11', '133', {'Sign': 1.0}), ('11', '87', {'Sign': 1.0}), ('133', '87', {'Sign': -1.0})]",X,"('11', '87', '133')",0
"[('11', '7', {'Sign': -1.0}), ('11', '87', {'Sign': 1.0}), ('7', '87', {'Sign': 1.0})]",X,"('11', '87', '7')",0
"[('11', '85', {'Sign': -1.0}), ('11', '87', {'Sign': 1.0}), ('85', '87', {'Sign': 1.0})]",X,"('11', '87', '85')",0
"[('11', '19', {'Sign': -1.0}), ('11', '87', {'Sign': 1.0}), ('19', '87', {'Sign': 1.0})]",X,"('11', '87', '19')",0
"[('11', '280', {'Sign': 1.0}), ('11', '87', {'Sign': 1.0}), ('280', '87', {'Sign': 1.0})]",X,"('11', '87', '280')",1
"[('11', '171', {'Sign': 1.0}), ('11', '87', {'Sign': 1.0}), ('171', '87', {'Sign': 1.0})]",X,"('11', '87', '171')",1
"[('11', '31', {'Sign': 1.0}), ('11', '87', {'Sign': 1.0}), ('31', '87', {'Sign': 1.0})]",X,"('11', '87', '31')",1
"[('11', '1156', {'Sign': 1.0}), ('11', '87', {'Sign': 1.0}), ('1156', '87', {'Sign': 1.0})]",X,"('11', '87', '1156')",1
"[('11', '191', {'Sign': -1.0}), ('11', '87', {'Sign': 1.0}), ('191', '87', {'Sign': 1.0})]",X,"('11', '87', '191')",0
"[('11', '145', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '145', {'Sign': 1.0})]",X,"('11', '9', '145')",1
"[('11', '177', {'Sign': -1.0}), ('11', '9', {'Sign': 1.0}), ('9', '177', {'Sign': 1.0})]",X,"('11', '9', '177')",0
"[('11', '185', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '185', {'Sign': -1.0})]",X,"('11', '9', '185')",0
"[('11', '24', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '24', {'Sign': 1.0})]",X,"('11', '9', '24')",1
"[('11', '26', {'Sign': -1.0}), ('11', '9', {'Sign': 1.0}), ('9', '26', {'Sign': -1.0})]",X,"('11', '9', '26')",1
"[('11', '39', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '39', {'Sign': 1.0})]",X,"('11', '9', '39')",1
"[('11', '51', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '51', {'Sign': 1.0})]",X,"('11', '9', '51')",1
"[('11', '65', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '65', {'Sign': 1.0})]",X,"('11', '9', '65')",1
"[('11', '66', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '66', {'Sign': 1.0})]",X,"('11', '9', '66')",1
"[('11', '7564', {'Sign': -1.0}), ('11', '9', {'Sign': 1.0}), ('9', '7564', {'Sign': -1.0})]",X,"('11', '9', '7564')",1
"[('11', '77', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '77', {'Sign': 1.0})]",X,"('11', '9', '77')",1
"[('11', '133', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '133', {'Sign': 1.0})]",X,"('11', '9', '133')",1
"[('11', '14', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '14', {'Sign': 1.0})]",X,"('11', '9', '14')",1
"[('11', '21', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '21', {'Sign': 1.0})]",X,"('11', '9', '21')",1
"[('11', '272', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '272', {'Sign': 1.0})]",X,"('11', '9', '272')",1
"[('11', '79', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '79', {'Sign': 1.0})]",X,"('11', '9', '79')",1
"[('11', '193', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '193', {'Sign': 1.0})]",X,"('11', '9', '193')",1
"[('11', '32', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '32', {'Sign': 1.0})]",X,"('11', '9', '32')",1
"[('11', '798', {'Sign': -1.0}), ('11', '9', {'Sign': 1.0}), ('9', '798', {'Sign': -1.0})]",X,"('11', '9', '798')",1
"[('11', '295', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '295', {'Sign': 1.0})]",X,"('11', '9', '295')",1
"[('11', '19', {'Sign': -1.0}), ('11', '9', {'Sign': 1.0}), ('9', '19', {'Sign': 1.0})]",X,"('11', '9', '19')",0
"[('11', '47', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '47', {'Sign': 1.0})]",X,"('11', '9', '47')",1
"[('11', '1487', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '1487', {'Sign': 1.0})]",X,"('11', '9', '1487')",1
"[('11', '31', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '31', {'Sign': 1.0})]",X,"('11', '9', '31')",1
"[('11', '83', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '83', {'Sign': 1.0})]",X,"('11', '9', '83')",1
"[('11', '70', {'Sign': -1.0}), ('11', '9', {'Sign': 1.0}), ('9', '70', {'Sign': 1.0})]",X,"('11', '9', '70')",0
"[('11', '197', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '197', {'Sign': 1.0})]",X,"('11', '9', '197')",1
"[('11', '267', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '267', {'Sign': 1.0})]",X,"('11', '9', '267')",1
"[('11', '348', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '348', {'Sign': 1.0})]",X,"('11', '9', '348')",1
"[('11', '45', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '45', {'Sign': 1.0})]",X,"('11', '9', '45')",1
"[('11', '1292', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '1292', {'Sign': -1.0})]",X,"('11', '9', '1292')",0
"[('11', '122', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '122', {'Sign': 1.0})]",X,"('11', '9', '122')",1
"[('11', '135', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '135', {'Sign': 1.0})]",X,"('11', '9', '135')",1
"[('11', '203', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '203', {'Sign': 1.0})]",X,"('11', '9', '203')",1
"[('11', '211', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '211', {'Sign': 1.0})]",X,"('11', '9', '211')",1
"[('11', '274', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '274', {'Sign': 1.0})]",X,"('11', '9', '274')",1
"[('11', '316', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '316', {'Sign': 1.0})]",X,"('11', '9', '316')",1
"[('11', '681', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '681', {'Sign': -1.0})]",X,"('11', '9', '681')",0
"[('11', '687', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '687', {'Sign': 1.0})]",X,"('11', '9', '687')",1
"[('11', '871', {'Sign': 1.0}), ('11', '9', {'Sign': 1.0}), ('9', '871', {'Sign': 1.0})]",X,"('11', '9', '871')",1
"[('11', '145', {'Sign': 1.0}), ('11', '90', {'Sign': 1.0}), ('90', '145', {'Sign': 1.0})]",X,"('11', '90', '145')",1
"[('11', '177', {'Sign': -1.0}), ('11', '90', {'Sign': 1.0}), ('90', '177', {'Sign': -1.0})]",X,"('11', '90', '177')",1
"[('11', '24', {'Sign': 1.0}), ('11', '90', {'Sign': 1.0}), ('90', '24', {'Sign': -1.0})]",X,"('11', '90', '24')",0
"[('11', '25', {'Sign': 1.0}), ('11', '90', {'Sign': 1.0}), ('90', '25', {'Sign': 1.0})]",X,"('11', '90', '25')",1
"[('11', '3', {'Sign': 1.0}), ('11', '90', {'Sign': 1.0}), ('90', '3', {'Sign': 1.0})]",X,"('11', '90', '3')",1
"[('11', '39', {'Sign': 1.0}), ('11', '90', {'Sign': 1.0}), ('39', '90', {'Sign': 1.0})]",X,"('11', '90', '39')",1
"[('11', '41', {'Sign': 1.0}), ('11', '90', {'Sign': 1.0}), ('90', '41', {'Sign': 1.0})]",X,"('11', '90', '41')",1
"[('11', '69', {'Sign': 1.0}), ('11', '90', {'Sign': 1.0}), ('90', '69', {'Sign': 1.0})]",X,"('11', '90', '69')",1
"[('11', '7564', {'Sign': -1.0}), ('11', '90', {'Sign': 1.0}), ('7564', '90', {'Sign': 1.0})]",X,"('11', '90', '7564')",0
"[('11', '100', {'Sign': 1.0}), ('11', '90', {'Sign': 1.0}), ('90', '100', {'Sign': 1.0})]",X,"('11', '90', '100')",1
"[('11', '21', {'Sign': 1.0}), ('11', '90', {'Sign': 1.0}), ('90', '21', {'Sign': 1.0})]",X,"('11', '90', '21')",1
"[('11', '6', {'Sign': 1.0}), ('11', '90', {'Sign': 1.0}), ('6', '90', {'Sign': -1.0})]",X,"('11', '90', '6')",0
"[('11', '79', {'Sign': 1.0}), ('11', '90', {'Sign': 1.0}), ('90', '79', {'Sign': 1.0})]",X,"('11', '90', '79')",1
"[('11', '32', {'Sign': 1.0}), ('11', '90', {'Sign': 1.0}), ('90', '32', {'Sign': 1.0})]",X,"('11', '90', '32')",1
"[('11', '78', {'Sign': 1.0}), ('11', '90', {'Sign': 1.0}), ('90', '78', {'Sign': 1.0})]",X,"('11', '90', '78')",1
"[('11', '131', {'Sign': 1.0}), ('11', '90', {'Sign': 1.0}), ('90', '131', {'Sign': 1.0})]",X,"('11', '90', '131')",1
"[('11', '43', {'Sign': 1.0}), ('11', '90', {'Sign': 1.0}), ('90', '43', {'Sign': 1.0})]",X,"('11', '90', '43')",1
"[('11', '122', {'Sign': 1.0}), ('11', '90', {'Sign': 1.0}), ('90', '122', {'Sign': 1.0})]",X,"('11', '90', '122')",1
"[('11', '203', {'Sign': 1.0}), ('11', '90', {'Sign': 1.0}), ('90', '203', {'Sign': 1.0})]",X,"('11', '90', '203')",1
"[('11', '103', {'Sign': 1.0}), ('11', '95', {'Sign': 1.0}), ('103', '95', {'Sign': -1.0})]",X,"('11', '95', '103')",0
"[('11', '145', {'Sign': 1.0}), ('11', '95', {'Sign': 1.0}), ('95', '145', {'Sign': -1.0})]",X,"('11', '95', '145')",0
"[('11', '185', {'Sign': 1.0}), ('11', '95', {'Sign': 1.0}), ('185', '95', {'Sign': 1.0})]",X,"('11', '95', '185')",1
